"avatar","country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewReaction","reviewTitle","reviewUrl","reviewedIn","username","variant"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-20","true","1","B08BHXG144","5","Everything was perfect",,,,,,,,"","Great investment so glad I purchased it","https://www.amazon.com/gp/customer-reviews/R24DRZ2A2IYDSG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 20, 2023","Clevetta Hall","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-20","true","2","B08BHXG144","5","love it",,,,,,,,"","work well","https://www.amazon.com/gp/customer-reviews/RB9Q3JS449SWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 20, 2023","Gaston Shane Mitchell","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-20","true","3","B08BHXG144","5","All working batt health almost 90%. Thankyou BuySpry🙂",,,,,,,,"","Same as new🙂","https://www.amazon.com/gp/customer-reviews/R37XMI1ZZTD28Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 20, 2023","Kram","Size: 512GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-20","true","4","B08BHXG144","1","Returned it",,,,,,,,"","It was supposed to be excellent condition but the screen was cracked","https://www.amazon.com/gp/customer-reviews/RAFD93N2Y9HJE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 20, 2023","Eric","Size: 64GBColor: Space GrayService Provider: AT&TProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-19","true","5","B08BHXG144","5","Everything works great. It looked like a brand new phone love it!",,,,,,,,"","Great phone!","https://www.amazon.com/gp/customer-reviews/R138PPA24ZLJQ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 19, 2023","Kylah","Size: 256GBColor: GoldService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-19","true","6","B08BHXG144","4","Phone looks nice and functions properly.  I think a refurbished phone should have a new battery because that’s the most common problem I have seen with IPhones.  87% battery health on this phone.  They are not cheap phones.  C’mon and replace the battery to make this a true refurbished phone. Otherwise, all is fine.",,,,,,,,"","Refurbished IPhone looks nice, but only 87% battery capacity.  Biggest IPhone problem.","https://www.amazon.com/gp/customer-reviews/R2DE0NOZVL8GD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 19, 2023","Dennis Schmahl","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-19","true","7","B08BHXG144","5","I’ve had it for a few months now no issues works great.",,,,,,,,"","Works great no issues","https://www.amazon.com/gp/customer-reviews/R3B0QWNHUVFWD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 19, 2023","Alisha Foutch",""
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-19","true","8","B08BHXG144","5","I loved my 11 iPhone and as I get older I find myself needing a larger font therefore a larger screen and since I do love the design of the 11 I chose to just stay with this design just upgraded to the iPhone 11 Pro Max and I love it with NO complaints 👁️💯♥️ my renewed iPhone 11 Pro Max!!!!",,,,,,,,"","I am not disappointed with it in any way!!! excellent condition, looks brand new!!💯👁️☎️♥️","https://www.amazon.com/gp/customer-reviews/RZXVQOKMCV3BT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 19, 2023","Tereassa","Size: 256GBColor: GoldService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-19","true","9","B08BHXG144","5","I haven’t utilized face recognition, but the battery life is great. The touchscreen is wonderful.",,,,,,,,"","This phone has everything I need or want.","https://www.amazon.com/gp/customer-reviews/R3P9IMUETPGAGJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 19, 2023","Reewill","Size: 512GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2023-03-18","true","10","B08BHXG144","5","The screen has been replaced on the phone I received & it’s working perfectly. No microphone, speaker, camera, or facial recognition problems. Great battery life compared to my old phone. Just like new.",,,,,,,,"","Perfect","https://www.amazon.com/gp/customer-reviews/R24PZ3E9QF0XR6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on March 18, 2023","Rebecca","Size: 64GBColor: Midnight GreenService Provider: AT&TProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-11","true","811","B08BHXG144","5","This phone came in 2 days earlier that posted.  It looks and works like new!  Very happy with this phone!",,,,,,,,"","Perfect","https://www.amazon.com/gp/customer-reviews/R2ETBBRS7CU17K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 11, 2022","Diona Lynn Whiteley","Size: 256GBColor: SilverService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-10","true","812","B08BHXG144","3","I purchase 2 of these and weeks later was on sale for over $100.00 less. Have many dents and cracks. functions ok. have many scratches and sometimes the screen freezes, I wish I can return and purchase a different one. I will not recommend it.",,,,,,,,"","Have many cracks and scratches by the battery","https://www.amazon.com/gp/customer-reviews/R1YZ43CL1PROUO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 10, 2022","Ana Alper","Size: 64GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-10","true","813","B08BHXG144","5","Just received mine at 92% without renewed premium ! Awesome",,,,,,,,"","Battery","https://www.amazon.com/gp/customer-reviews/RRNR7GD79TVEI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 10, 2022","Jaydon Blanco","Size: 512GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-09","true","814","B08BHXG144","5","So far it’s working perfectly- looks great- battery lasts 24 hours (87% Battery Health) - really works well. I’m glad I bought it.",,,,,,,,"","Works As Advertised","https://www.amazon.com/gp/customer-reviews/R1PDIFTV53435R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 9, 2022","Ray Kelly","Size: 256GBColor: Midnight GreenService Provider: T-MobileProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-09","true","815","B08BHXG144","1","The phone was in good physical condition. But I then found out the phone vibration motor is broken. Instead of giving me an exchange they told me to buy another phone and do a return on the old one. That would have left me phone less. Very poor customer service. Would not buy from this seller again.",,,,,,,,"","Sold me a defective phone","https://www.amazon.com/gp/customer-reviews/R1ZCU9QO4R5T3W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 9, 2022","Chimezie","Size: 256GBColor: Space GrayService Provider: VerizonProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-08","true","816","B08BHXG144","4","Muy bueno!!!",,,,,,,,"One person found this helpful","Calidad!!","https://www.amazon.com/gp/customer-reviews/R3OZV1ZZSU2R0I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 8, 2022","ito","Size: 256GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-07","true","817","B08BHXG144","1","Camera dont work",,,,,,,,"","Camera dont work it has a problem","https://www.amazon.com/gp/customer-reviews/R1UW8UD6ZYP6SK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 7, 2022","Melchisedeck Kenge","Size: 64GBColor: SilverService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-07","true","818","B08BHXG144","4","Bateria al 94% de vida útil, sin uno solo rasguño, parece nuevo, lo único que no me dejó por completo feliz es el cargador con el que viene, no es original ellos son claros en eso, pero es de muy mala calidad por el precio que se paga y por ser Premium deberían incluir un cargador de mejor calidad. Pero el teléfono específicamente está perfecto.",,,,,,,,"","Perfecto, como nuevo","https://www.amazon.com/gp/customer-reviews/RMVSZX3IWLEFG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 7, 2022","Leonardo Guevara","Size: 256GBColor: SilverService Provider: UnlockedProduct grade: Renewed Premium"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-05","true","819","B08BHXG144","3","IPhone. Gift",,,,,,,,"","Cost","https://www.amazon.com/gp/customer-reviews/R2K36AYL9V95D3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 5, 2022","LARRY C.",""
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-02-05","true","820","B08BHXG144","5","I bought this for my father and he loved it. No issues at all and it has very tiny cosmetic scratch on top right of the screen. The reason why I purchased for size and storage capacity and considering to get myself one too",,,,,,,,"","Very good quality and very good price!","https://www.amazon.com/gp/customer-reviews/R2OVWHU9IEA8DC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on February 5, 2022","Eli",""
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-07-25","true","501","B08BHXG144","5","This was the best purchase, came with screen protector, no cracks or scratches that were visible","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61GFMLNXUhL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71EOfOx-1mL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71KJMLnkToL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ipBn8dfmL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61sOGAQZF8L._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/711wFgfU4+L._SY88.jpg",,"","BEST PHONE EVER","https://www.amazon.com/gp/customer-reviews/RCFD9NJFV2MVI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on July 25, 2022","NiyaLeshelle","Size: 64GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-07-24","true","502","B08BHXG144","2","This was the renewed and not the renewed premium so I figured there may be superficial damage but I did not realize there would be a decent handful of micro scratches directly to the screen. I opened the box and was immediately disappointed. It looked like something I could have bought from a random guy in a mall food court rather than a refurbished phone. The scratches were not huge or deep but where very visible when the light hit them even at an arms length to everyone that looked at it. Requested the return a few minutes after opening the box and shipped it back the very next morning. I did get a quick refund with no real hassle but would have rather had a phone with a decent screen. I then ordered the renewed premium. The last two photos are what I ended up receiving where someone had put on a tape type protector that left a disgusting layer of thick sticky residue completely covering the touch screen. After about a solid two hours of cleaning and I finally had a clean phone but for being renewed premium that’s a bit ridiculous. No scratches obvious on the screen of the second phone and generally happy with the performance but the arrival appearance probably would have made me ship it back again if I was not stubborn to the core. It’s like Amazon wanted me to return both and go to Apple and to buy a brand new phone (which was the next step if I couldn’t get the screen clean on the second one).","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61GFMLNXUhL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71EOfOx-1mL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71KJMLnkToL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ipBn8dfmL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61sOGAQZF8L._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/711wFgfU4+L._SY88.jpg",,"One person found this helpful","Returned it","https://www.amazon.com/gp/customer-reviews/R1BPWFJIY43WS7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on July 24, 2022","HeatherHeather","Size: 256GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-07-23","true","503","B08BHXG144","5","The phone was in immaculate condition. Great battery life. Delivered within stipulated times.","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61GFMLNXUhL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71EOfOx-1mL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71KJMLnkToL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ipBn8dfmL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61sOGAQZF8L._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/711wFgfU4+L._SY88.jpg",,"","Great buy","https://www.amazon.com/gp/customer-reviews/R23TVQRUBYKJL7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on July 23, 2022","Laone Michelle Bame","Size: 256GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","United States","🇺🇸","2022-07-23","true","504","B08BHXG144","5","I really love the phone. No scratches and cracks. Face recognition 10/10. Battery life, not really what I expected (84%) but overall, one of my best cellphone purchases on Amazon.","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61GFMLNXUhL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71EOfOx-1mL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71KJMLnkToL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ipBn8dfmL._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61sOGAQZF8L._SY88.jpg","https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/711wFgfU4+L._SY88.jpg",,"One person found this helpful","Really enjoying this 11 pro max.","https://www.amazon.com/gp/customer-reviews/R19F38GOYGEADJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHXG144","Reviewed in the United States 🇺🇸 on July 23, 2022","NomsaNomsa","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
